text1,text2,base pred,trained pred,base label,trained label,truth
spot transaction,in every way,0.02667,-0.03464,False,False,False
immediately after,to be in trouble,0.2091,-0.1775,False,False,False
night work,act_on,0.2773,0.1875,False,False,False
sensible,financial service,0.1118,0.00309,False,False,False
Japan Association of Integrated Science and Education,refrain,0.05493,0.0943,False,False,False
creation,right,0.2142,0.1384,False,False,False
lovely figure,charming smile,0.3347,0.3984,False,False,False
to say this and that (about),two main...,0.1104,0.07916,False,False,False
foolish,"standing facing each other (e.g. mountains, buildings)",-0.014465,-0.0632,False,False,False
all-out,force,0.1416,-0.01152,False,False,False
fatty oil,Pete's Dragon (film),0.1431,0.0652,False,False,False
naivete,sponsoring nation,0.2086,-0.0732,False,False,False
Ptolemaic constellations,put_across,0.0747,0.04028,False,False,False
other,viscount,0.2113,0.1375,False,False,False
devoice,matchless,0.2314,-0.0094,False,False,False
suicide by hanging,system development,0.07477,-0.0726,False,False,False
counterfeit (paper) money,counterfeit bill,0.7754,0.7007,True,True,True
monastery,monastery,1.001,1.0,True,True,True
distant,mandarin collar,0.1815,-0.01212,False,False,False
thin Japanese paper (used as tissue during the Edo period),using the sleeves of one's kimono as a pillow,0.2656,0.1376,False,False,False
ready for eating,disreputability,-0.06,-0.2396,False,False,False
moderate,first storm of spring,0.04922,-0.1855,False,False,False
to droop (a tail),rush print,0.2646,-0.02269,False,False,False
operating officer,summation,0.1467,-0.1067,False,False,False
gods disguised as children,to strike home,0.117,-0.005787,False,False,False
preface,captions,0.2683,0.614,False,True,True
impertinent,on the left as one faces (it),0.0629,-0.04645,False,False,False
electronic health record,galactic nebula,0.02896,-0.02739,False,False,False
trouble-free,astonishing,0.169,0.0722,False,False,False
(US) postal code,to wait for a long time,0.0191,-0.0541,False,False,False
gastric catarrh,high pitch,0.1243,-0.06195,False,False,False
(digital) image,clan,0.09937,0.05588,False,False,False
manually powered loom,manually powered loom,0.9995,1.0,True,True,True
cholagogue,origin,0.1948,-0.1356,False,False,False
ring-tailed cat,opposition,0.11725,-0.03427,False,False,False
gradation (hair) color,pepper,0.1345,0.09143,False,False,False
Burgundy (wine),Burgundy (wine),1.0,1.0,True,True,True
all-weather,nervousness,0.11536,-0.04633,False,False,False
pinpointing an individual,carfare,0.1093,0.0992,False,False,False
deposit,extortion,0.2097,0.2465,False,False,False
to be branded a ...,pixel graphics,0.1008,0.0003123,False,False,False
pasty,break_through,0.2211,0.08527,False,False,False
watch,modern art,0.183,-0.1741,False,False,False
NDA,sinusoid,0.11957,0.011314,False,False,False
one day a week,to fill up,0.1724,-0.02005,False,False,False
special program,ethnic cleansing,0.1214,-0.12177,False,False,False
grounding,culture fluid,0.1209,-0.003721,False,False,False
to sink (so low),obverse,0.1693,-0.03494,False,False,False
set,put_over,0.301,0.7935,False,True,True
mailing-list member,public funeral,0.0526,-0.09,False,False,False
funny,rightfulness,0.2291,-0.1414,False,False,False
tengujo (thin washi),separate house,0.05176,-0.0807,False,False,False
unimaginative,(team) pairings,0.1035,-0.01965,False,False,False
dry wall,neck,0.1583,-0.1067,False,False,False
wheat-straw whistle,Shōwa era,0.08014,-0.06665,False,False,False
earnings,take_away,0.1361,0.7993,False,True,True
(social) outing (for two),civilian,0.1738,-0.149,False,False,False
juvenile,put_together,0.1587,0.05106,False,False,False
sewer,sewer system,0.8643,0.847,True,True,True
beyond the bay,ill-boding,0.1703,0.1196,False,False,False
speciality,time to give one's all,0.1842,0.00503,False,False,False
set_back,kunrei system,0.0157,-0.04514,False,False,False
abstinence,lowercase,0.08655,-0.05392,False,False,False
fortunate,fortunate,1.001,0.9995,True,True,True
malicious intent,blacktongue unicorn,0.11414,0.001305,False,False,False
high speed access,Monopoly (board game),0.1229,0.0335,False,False,False
to follow blindly,physician,0.1858,0.0192,False,False,False
now,currently,0.611,0.815,True,True,True
original judgement,campaign,0.0856,-0.02005,False,False,False
himself,never deviating from,0.2742,0.05457,False,False,False
life or death,existence,0.374,0.5684,False,True,True
benzole,unpreparedness,0.1169,-0.0729,False,False,False
bit (horse mouthpiece),control room,0.1306,-0.03918,False,False,False
Hami melon (Cucumis melo var. inodorus),distance learning,-0.02124,-0.0925,False,False,False
diplomatic immunity,to compromise,0.2325,0.0393,False,False,False
to become apathetic,concentric,0.1494,-0.05466,False,False,False
cause of effect,by,0.1654,0.44,False,True,True
bulging (e.g. muscles),brain power,0.1937,-0.0349,False,False,False
tang cai,quotation,0.1989,-0.11176,False,False,False
credible,begin,0.3027,-0.06854,False,False,False
reliance,to revert (to),0.0548,0.0941,False,False,False
acceptance,fire escape ladder,0.13,-0.05988,False,False,False
redundancy check,air conditioning,0.0896,0.1313,False,False,False
figure_out,trigger warning,0.1476,-0.172,False,False,False
to put an end (to),buddy,0.1437,-0.0884,False,False,False
one of a kind,pulmonary vein,0.0716,-0.04935,False,False,False
determined,stubborn,0.4512,0.8154,True,True,True
ukiyo-e depicting scenes from The Tale of Genji,"founder (of a certain school, style, etc.)",0.03857,-0.00937,False,False,False
supersonic,Islamic State of Iraq and Syria,0.0662,0.02296,False,False,False
unreasonable,out of the question,0.1694,0.513,False,True,True
egg wash,dollar purchase,0.0643,-0.10803,False,False,False
rinsing,linen,0.1663,-0.01106,False,False,False
huh,to rest or lean against,0.07355,-0.0918,False,False,False
carcinostatic agent,custom-made,0.05472,0.00656,False,False,False
to clutch,write protection,0.1746,0.0879,False,False,False
being much talked about,peculiar translation,0.10425,0.03033,False,False,False
free love,to stand one's ground,0.1837,-0.1774,False,False,False
hardly,hardly,1.0,1.0,True,True,True
volcanic chain,semi-,0.1098,-0.08105,False,False,False
unfairly,means test,0.08844,-0.01006,False,False,False
position of power,unframed (format),0.09247,0.096,False,False,False
theatre,toy_with,0.2551,0.668,False,True,True
black (horse coat color),writing,0.0673,-0.05893,False,False,False
show,spectacle,0.3271,0.754,False,True,True
bothersome,glance,0.2627,-0.052,False,False,False
jive,Vienna coffee,0.11304,-0.000746,False,False,False
mouth_off,mock ...,0.1736,0.0753,False,False,False
remote host,sine qua non,0.0392,0.01399,False,False,False
highly cursive style (of writing Chinese characters),outline,0.203,0.1879,False,False,False
feel_for,as far as I know,0.10376,0.0693,False,False,False
to run (a business),"to practice (law, medicine, etc.)",0.3262,0.533,False,True,True
long-tailed duck (Clangula hyemalis),long-tailed duck (Clangula hyemalis),1.0,1.001,True,True,True
that's (exactly) why ...,indentation (of a shoreline),0.00553,-0.10144,False,False,False
to (an extent),up to,0.4062,0.8447,False,True,True
ad-lib,to pinch,0.06192,-0.2272,False,False,False
moving,armpit,0.1438,0.005123,False,False,False
viewpoint,fiance,0.1738,-0.04733,False,False,False
beautiful,salty,0.1953,-0.11,False,False,False
light-pen detection,"obscure, meaningless life (metaphor)",0.05814,-0.0359,False,False,False
tree lawn,tree lawn,1.001,1.0,True,True,True
debtor,credit,0.487,0.00509,True,False,False
rehearsal,"opening a hanging ball filled with confetti, streamers, etc. (at a celebratory event)",0.2041,-0.02763,False,False,False
mother,male_parent,0.5166,0.0255,True,False,False
expected,commotion,0.2314,-0.1113,False,False,False
refund,Boston Tea Party (1773),0.0938,0.0119,False,False,False
to be close to tears,distortion,0.254,-0.1002,False,False,False
live_out,man purported to bring bad luck to the woman he is near or has sex with,0.0654,-0.05728,False,False,False
dwarf mongoose,"Japanese waxwing (species of passerine bird, Bombycilla japonica)",0.2429,0.09576,False,False,False
inability to pronounce a word correctly,(social) activities carried out online (as opposed to in person),-0.07086,-0.02008,False,False,False
to become remiss,to cease paying careful attention,0.3398,0.531,False,True,True
much,sequence,0.08466,-0.0044,False,False,False
writing case,brush case,0.4734,0.615,True,True,True
spouse,intention,0.2515,0.09766,False,False,False
uneasy,exceptionally,0.44,0.0894,True,False,False
temporary custody,noncritical,0.1995,0.1255,False,False,False
fawning look (on one's face),drive_away,0.0753,0.03604,False,False,False
ZIP code,Airén (wine grape variety),-0.03754,0.0821,False,False,False
shock,concussion,0.4202,0.5737,False,True,True
emotional,cerebral,0.3464,0.02994,False,False,False
Arabian Nights,waiting for one tile to finish one's pair and one's hand,0.04553,0.05817,False,False,False
national consciousness,number of digits or characters,0.06155,-0.07043,False,False,False
compact set,demerit,0.1334,-0.04248,False,False,False
to send (something) flying,outward appearance,0.06537,-0.1255,False,False,False
unhealthy,fault trace,0.1005,0.218,False,False,False
if it turns out that ...,in that case,0.3442,0.6016,False,True,True
Caribbean,impressive appeal,0.1514,-0.06216,False,False,False
approachable,mole,0.1699,0.0648,False,False,False
personal account,one who has given up geeky or nerdy hobbies,0.2418,0.0731,False,False,False
only natural,dwelling,0.1371,-0.0338,False,False,False
child born out of wedlock,love child,0.3806,0.806,False,True,True
feasible,leap up from the initial charge in order to surprise the opponent,0.1122,-0.05435,False,False,False
reflection,pesante,0.1729,-0.006245,False,False,False
disinclination,like,0.1218,-0.1543,False,False,False
unostentatious,bail,0.1223,-0.07666,False,False,False
groundless rumor,flattery,0.2129,0.2272,False,False,False
self-service meal,cell relay,0.01651,-0.1366,False,False,False
labour,fasting,0.2098,0.2483,False,False,False
be that as it may,demobilization,0.1696,-0.02803,False,False,False
big feet,long stride,0.499,0.532,True,True,True
some,uh huh,0.2815,0.1261,False,False,False
negative (e.g. thinking),arborescent,0.0575,0.1317,False,False,False
to survive,first,0.2473,-0.1642,False,False,False
"putting online (services, administrative functions, etc.)",invasion,-0.007042,0.2686,False,False,False
after,roentgenoscopy,0.1076,-0.0314,False,False,False
minister,simple food,0.1592,-0.1064,False,False,False
merciful,black and yellow silk (offered to gods),0.11176,0.03488,False,False,False
probationer,farthest regions,0.01359,-0.2432,False,False,False
look_away,sense of oneself,0.2389,0.2411,False,False,False
accident blackspot,culpability,0.336,-0.02309,False,False,False
castle and moat,just recently,0.0942,-0.10516,False,False,False
insecurity,fear of the dark,0.3457,0.5796,False,True,False
to spill,temporality,0.1449,-0.0724,False,False,False
sun-dried salt,middle part,0.11005,-0.005913,False,False,False
lucky or unlucky aspect of a given day,literature written in diary form,0.0411,0.05148,False,False,False
(piano) damper,Aichi Toho University,0.09784,-0.03152,False,False,False
diligent,unconscientious,0.2783,0.1063,False,False,False
out of the common,hush_up,0.224,0.004826,False,False,False
it takes one to know one,it takes a thief to catch a thief,0.3108,0.5786,False,True,True
atelier,anything and everything,0.0791,-0.0704,False,False,False
masterpiece,chef d'oeuvre,0.3608,0.739,False,True,True
incomplete,Ruth (book of the Bible),0.1431,0.147,False,False,False
to mar,to stand out,0.3052,0.1912,False,False,False
inactiveness,should time and circumstances permit,0.175,0.004353,False,False,False
store clerk,main man,0.1525,0.1455,False,False,False
woman who visits host clubs excessively,peculiarity,0.205,-0.002985,False,False,False
American Political Science Association,maintenance checkup,-0.00992,0.05878,False,False,False
"female deity who gave birth to Japan and the sun, moon, and storm gods",removing money from banks,0.0189,-0.0648,False,False,False
dead,increase,0.1869,-0.2009,False,False,False
captain (JMSDF),self-healing,0.156,-0.1669,False,False,False
coarse,Ube Special Needs School (older name style),0.09894,-0.05786,False,False,False
observation balloon,observation balloon,1.001,1.0,True,True,True
different newspaper (esp. by a different publisher),green monkey disease,0.00581,-0.05566,False,False,False
cornerstone,butt_against,0.07153,-0.02534,False,False,False
forward area,disgusting,0.10144,-0.0365,False,False,False
unreasonably,dioecy,0.2903,-0.0666,False,False,False
sexual desire,sexual desire,1.001,1.0,True,True,True
futhark,away,0.2527,0.002277,False,False,False
foolish,absurd,0.4631,0.81,True,True,True
penalizing a crime,motley,0.06793,-0.2084,False,False,False
luster,colorfulness,0.2279,0.58,False,True,True
family physician,unexplained,0.1307,0.0813,False,False,False
beneficial,printer font,0.0817,-0.1106,False,False,False
distribution centre,shock (physical),0.04642,-0.0995,False,False,False
merry,melodious,0.383,0.5547,False,True,True
Mylar,to be moreish,0.2156,-0.00364,False,False,False
comprehensive (manner),pull_back,0.0514,-0.1224,False,False,False
heavily,(an) outrage,0.1436,0.001817,False,False,False
to make shaky,converter lens,-0.02438,-0.04126,False,False,False
to find something difficult to do,vein,0.129,-0.2325,False,False,False
malfunction,milestone (1 ri apart),0.1398,-0.02321,False,False,False
gap,"organization for local children (for growth via sports, study, service, etc.)",0.0603,0.02011,False,False,False
